34 - Details Of Assembly Segment Of PC,,,,,,,,,,,
State/UT Name,PC NO,PC NAME,TOTAL ELECTORS IN PC,AC NO,AC NAME,TOTAL ELECTORS IN AC,TOTAL VALID VOTES IN STATE,NOTA VOTES EVM IN AC,CANDIDATE NAME,PARTY,VOTES SECURED EVM
Madhya Pradesh,2,BHIND,1913389,22,DATIA,223248,37406546,891,UMESH GARG,IND,714
Madhya Pradesh,2,BHIND,1913389,22,DATIA,223248,37406546,891,RAKESH,IND,262
Madhya Pradesh,2,BHIND,1913389,22,DATIA,223248,37406546,891,REKHA SHAKYA,IND,295
Madhya Pradesh,2,BHIND,1913389,22,DATIA,223248,37406546,891,HARIMOHAN,IND,320
Madhya Pradesh,3,GWALIOR,2160206,14,GWALIOR RURAL,256169,37406546,241,KALYAN SINGH KANSANA,BSP,6199
Madhya Pradesh,3,GWALIOR,2160206,14,GWALIOR RURAL,256169,37406546,241,PRAVEEN PATHAK,INC,77452
Madhya Pradesh,3,GWALIOR,2160206,14,GWALIOR RURAL,256169,37406546,241,BHARAT SINGH KUSHWAH,BJP,77896
Madhya Pradesh,3,GWALIOR,2160206,14,GWALIOR RURAL,256169,37406546,241,ARCHANA SINGH RATHORE,RSPS,531
Madhya Pradesh,3,GWALIOR,2160206,14,GWALIOR RURAL,256169,37406546,241,ANJALI MONU RAWAT,PRVPOI,81
Madhya Pradesh,3,GWALIOR,2160206,14,GWALIOR RURAL,256169,37406546,241,CHANDAN RATHORE,PSJP,102
Madhya Pradesh,3,GWALIOR,2160206,14,GWALIOR RURAL,256169,37406546,241,BHARAT PAL,ASPKR,328
Madhya Pradesh,3,GWALIOR,2160206,14,GWALIOR RURAL,256169,37406546,241,MUNESH NAGAR,VINPA,70
Madhya Pradesh,3,GWALIOR,2160206,14,GWALIOR RURAL,256169,37406546,241,COMRADE RACHNA AGRAWAL,SUCI,71
Madhya Pradesh,3,GWALIOR,2160206,14,GWALIOR RURAL,256169,37406546,241,RAM PRAKASH SINGH PAL,RSUP,129
Madhya Pradesh,3,GWALIOR,2160206,14,GWALIOR RURAL,256169,37406546,241,DR. P. D. AGARWAL SR. MEDICAL CONSULTANT,IND,100
Madhya Pradesh,3,GWALIOR,2160206,14,GWALIOR RURAL,256169,37406546,241,AMIT PARIHAR,IND,71
Madhya Pradesh,3,GWALIOR,2160206,14,GWALIOR RURAL,256169,37406546,241,GAJENDRA SINGH,IND,140
Madhya Pradesh,3,GWALIOR,2160206,14,GWALIOR RURAL,256169,37406546,241,DEEPAK KUMAR BANSAL (RANG WALE),IND,282
Madhya Pradesh,3,GWALIOR,2160206,14,GWALIOR RURAL,256169,37406546,241,SHREE NARESH CHANDRA SHARMA,IND,263
Madhya Pradesh,3,GWALIOR,2160206,14,GWALIOR RURAL,256169,37406546,241,ER. MAHENDRA PRATAP SINGH PAL,IND,466
Madhya Pradesh,3,GWALIOR,2160206,14,GWALIOR RURAL,256169,37406546,241,ADVOCATE MUKESH KUMAR KORI,IND,127
Madhya Pradesh,3,GWALIOR,2160206,14,GWALIOR RURAL,256169,37406546,241,YASHDEV SHARMA,IND,277
Madhya Pradesh,3,GWALIOR,2160206,14,GWALIOR RURAL,256169,37406546,241,RAKESH DHAKAD,IND,349
Madhya Pradesh,3,GWALIOR,2160206,15,GWALIOR,304484,37406546,624,KALYAN SINGH KANSANA,BSP,1814
Madhya Pradesh,3,GWALIOR,2160206,15,GWALIOR,304484,37406546,624,PRAVEEN PATHAK,INC,74056
Madhya Pradesh,3,GWALIOR,2160206,15,GWALIOR,304484,37406546,624,BHARAT SINGH KUSHWAH,BJP,99505
Madhya Pradesh,3,GWALIOR,2160206,15,GWALIOR,304484,37406546,624,ARCHANA SINGH RATHORE,RSPS,340
Madhya Pradesh,3,GWALIOR,2160206,15,GWALIOR,304484,37406546,624,ANJALI MONU RAWAT,PRVPOI,60
Madhya Pradesh,3,GWALIOR,2160206,15,GWALIOR,304484,37406546,624,CHANDAN RATHORE,PSJP,126
Madhya Pradesh,3,GWALIOR,2160206,15,GWALIOR,304484,37406546,624,BHARAT PAL,ASPKR,171
Madhya Pradesh,3,GWALIOR,2160206,15,GWALIOR,304484,37406546,624,MUNESH NAGAR,VINPA,45
Madhya Pradesh,3,GWALIOR,2160206,15,GWALIOR,304484,37406546,624,COMRADE RACHNA AGRAWAL,SUCI,112
Madhya Pradesh,3,GWALIOR,2160206,15,GWALIOR,304484,37406546,624,RAM PRAKASH SINGH PAL,RSUP,100
Madhya Pradesh,3,GWALIOR,2160206,15,GWALIOR,304484,37406546,624,DR. P. D. AGARWAL SR. MEDICAL CONSULTANT,IND,69
Madhya Pradesh,3,GWALIOR,2160206,15,GWALIOR,304484,37406546,624,AMIT PARIHAR,IND,62
Madhya Pradesh,3,GWALIOR,2160206,15,GWALIOR,304484,37406546,624,GAJENDRA SINGH,IND,59
Madhya Pradesh,3,GWALIOR,2160206,15,GWALIOR,304484,37406546,624,DEEPAK KUMAR BANSAL (RANG WALE),IND,169
Madhya Pradesh,3,GWALIOR,2160206,15,GWALIOR,304484,37406546,624,SHREE NARESH CHANDRA SHARMA,IND,134
Madhya Pradesh,3,GWALIOR,2160206,15,GWALIOR,304484,37406546,624,ER. MAHENDRA PRATAP SINGH PAL,IND,241
Madhya Pradesh,3,GWALIOR,2160206,15,GWALIOR,304484,37406546,624,ADVOCATE MUKESH KUMAR KORI,IND,84
Madhya Pradesh,3,GWALIOR,2160206,15,GWALIOR,304484,37406546,624,YASHDEV SHARMA,IND,177
Madhya Pradesh,3,GWALIOR,2160206,15,GWALIOR,304484,37406546,624,RAKESH DHAKAD,IND,182
Madhya Pradesh,3,GWALIOR,2160206,16,GWALIOR EAST,329312,37406546,782,KALYAN SINGH KANSANA,BSP,4863
Madhya Pradesh,3,GWALIOR,2160206,16,GWALIOR EAST,329312,37406546,782,PRAVEEN PATHAK,INC,86681
Madhya Pradesh,3,GWALIOR,2160206,16,GWALIOR EAST,329312,37406546,782,BHARAT SINGH KUSHWAH,BJP,86452
Madhya Pradesh,3,GWALIOR,2160206,16,GWALIOR EAST,329312,37406546,782,ARCHANA SINGH RATHORE,RSPS,285
Madhya Pradesh,3,GWALIOR,2160206,16,GWALIOR EAST,329312,37406546,782,ANJALI MONU RAWAT,PRVPOI,41
Madhya Pradesh,3,GWALIOR,2160206,16,GWALIOR EAST,329312,37406546,782,CHANDAN RATHORE,PSJP,123
Madhya Pradesh,3,GWALIOR,2160206,16,GWALIOR EAST,329312,37406546,782,BHARAT PAL,ASPKR,247
Madhya Pradesh,3,GWALIOR,2160206,16,GWALIOR EAST,329312,37406546,782,MUNESH NAGAR,VINPA,35
Madhya Pradesh,3,GWALIOR,2160206,16,GWALIOR EAST,329312,37406546,782,COMRADE RACHNA AGRAWAL,SUCI,86
Madhya Pradesh,3,GWALIOR,2160206,16,GWALIOR EAST,329312,37406546,782,RAM PRAKASH SINGH PAL,RSUP,214
Madhya Pradesh,3,GWALIOR,2160206,16,GWALIOR EAST,329312,37406546,782,DR. P. D. AGARWAL SR. MEDICAL CONSULTANT,IND,68
Madhya Pradesh,3,GWALIOR,2160206,16,GWALIOR EAST,329312,37406546,782,AMIT PARIHAR,IND,45
Madhya Pradesh,3,GWALIOR,2160206,16,GWALIOR EAST,329312,37406546,782,GAJENDRA SINGH,IND,58
Madhya Pradesh,3,GWALIOR,2160206,16,GWALIOR EAST,329312,37406546,782,DEEPAK KUMAR BANSAL (RANG WALE),IND,126
Madhya Pradesh,3,GWALIOR,2160206,16,GWALIOR EAST,329312,37406546,782,SHREE NARESH CHANDRA SHARMA,IND,119
Madhya Pradesh,3,GWALIOR,2160206,16,GWALIOR EAST,329312,37406546,782,ER. MAHENDRA PRATAP SINGH PAL,IND,217
Madhya Pradesh,3,GWALIOR,2160206,16,GWALIOR EAST,329312,37406546,782,ADVOCATE MUKESH KUMAR KORI,IND,71
Madhya Pradesh,3,GWALIOR,2160206,16,GWALIOR EAST,329312,37406546,782,YASHDEV SHARMA,IND,189
Madhya Pradesh,3,GWALIOR,2160206,16,GWALIOR EAST,329312,37406546,782,RAKESH DHAKAD,IND,164
Madhya Pradesh,3,GWALIOR,2160206,17,GWALIOR SOUTH,261891,37406546,460,KALYAN SINGH KANSANA,BSP,1755
Madhya Pradesh,3,GWALIOR,2160206,17,GWALIOR SOUTH,261891,37406546,460,PRAVEEN PATHAK,INC,69797
Madhya Pradesh,3,GWALIOR,2160206,17,GWALIOR SOUTH,261891,37406546,460,BHARAT SINGH KUSHWAH,BJP,88250
Madhya Pradesh,3,GWALIOR,2160206,17,GWALIOR SOUTH,261891,37406546,460,ARCHANA SINGH RATHORE,RSPS,273
Madhya Pradesh,3,GWALIOR,2160206,17,GWALIOR SOUTH,261891,37406546,460,ANJALI MONU RAWAT,PRVPOI,48
Madhya Pradesh,3,GWALIOR,2160206,17,GWALIOR SOUTH,261891,37406546,460,CHANDAN RATHORE,PSJP,70
Madhya Pradesh,3,GWALIOR,2160206,17,GWALIOR SOUTH,261891,37406546,460,BHARAT PAL,ASPKR,156
Madhya Pradesh,3,GWALIOR,2160206,17,GWALIOR SOUTH,261891,37406546,460,MUNESH NAGAR,VINPA,26
Madhya Pradesh,3,GWALIOR,2160206,17,GWALIOR SOUTH,261891,37406546,460,COMRADE RACHNA AGRAWAL,SUCI,101
Madhya Pradesh,3,GWALIOR,2160206,17,GWALIOR SOUTH,261891,37406546,460,RAM PRAKASH SINGH PAL,RSUP,50
Madhya Pradesh,3,GWALIOR,2160206,17,GWALIOR SOUTH,261891,37406546,460,DR. P. D. AGARWAL SR. MEDICAL CONSULTANT,IND,49
Madhya Pradesh,3,GWALIOR,2160206,17,GWALIOR SOUTH,261891,37406546,460,AMIT PARIHAR,IND,34
Madhya Pradesh,3,GWALIOR,2160206,17,GWALIOR SOUTH,261891,37406546,460,GAJENDRA SINGH,IND,62
Madhya Pradesh,3,GWALIOR,2160206,17,GWALIOR SOUTH,261891,37406546,460,DEEPAK KUMAR BANSAL (RANG WALE),IND,153
Madhya Pradesh,3,GWALIOR,2160206,17,GWALIOR SOUTH,261891,37406546,460,SHREE NARESH CHANDRA SHARMA,IND,129
Madhya Pradesh,3,GWALIOR,2160206,17,GWALIOR SOUTH,261891,37406546,460,ER. MAHENDRA PRATAP SINGH PAL,IND,237
Madhya Pradesh,3,GWALIOR,2160206,17,GWALIOR SOUTH,261891,37406546,460,ADVOCATE MUKESH KUMAR KORI,IND,74
Madhya Pradesh,3,GWALIOR,2160206,17,GWALIOR SOUTH,261891,37406546,460,YASHDEV SHARMA,IND,126
Madhya Pradesh,3,GWALIOR,2160206,17,GWALIOR SOUTH,261891,37406546,460,RAKESH DHAKAD,IND,149
Madhya Pradesh,3,GWALIOR,2160206,18,BHITARWAR,248165,37406546,206,KALYAN SINGH KANSANA,BSP,4330
Madhya Pradesh,3,GWALIOR,2160206,18,BHITARWAR,248165,37406546,206,PRAVEEN PATHAK,INC,75898
Madhya Pradesh,3,GWALIOR,2160206,18,BHITARWAR,248165,37406546,206,BHARAT SINGH KUSHWAH,BJP,70000
Madhya Pradesh,3,GWALIOR,2160206,18,BHITARWAR,248165,37406546,206,ARCHANA SINGH RATHORE,RSPS,767
Madhya Pradesh,3,GWALIOR,2160206,18,BHITARWAR,248165,37406546,206,ANJALI MONU RAWAT,PRVPOI,259
Madhya Pradesh,3,GWALIOR,2160206,18,BHITARWAR,248165,37406546,206,CHANDAN RATHORE,PSJP,120
Madhya Pradesh,3,GWALIOR,2160206,18,BHITARWAR,248165,37406546,206,BHARAT PAL,ASPKR,468
Madhya Pradesh,3,GWALIOR,2160206,18,BHITARWAR,248165,37406546,206,MUNESH NAGAR,VINPA,77
Madhya Pradesh,3,GWALIOR,2160206,18,BHITARWAR,248165,37406546,206,COMRADE RACHNA AGRAWAL,SUCI,77
Madhya Pradesh,3,GWALIOR,2160206,18,BHITARWAR,248165,37406546,206,RAM PRAKASH SINGH PAL,RSUP,107
Madhya Pradesh,3,GWALIOR,2160206,18,BHITARWAR,248165,37406546,206,DR. P. D. AGARWAL SR. MEDICAL CONSULTANT,IND,125
Madhya Pradesh,3,GWALIOR,2160206,18,BHITARWAR,248165,37406546,206,AMIT PARIHAR,IND,114
Madhya Pradesh,3,GWALIOR,2160206,18,BHITARWAR,248165,37406546,206,GAJENDRA SINGH,IND,198
Madhya Pradesh,3,GWALIOR,2160206,18,BHITARWAR,248165,37406546,206,DEEPAK KUMAR BANSAL (RANG WALE),IND,353
Madhya Pradesh,3,GWALIOR,2160206,18,BHITARWAR,248165,37406546,206,SHREE NARESH CHANDRA SHARMA,IND,315
Madhya Pradesh,3,GWALIOR,2160206,18,BHITARWAR,248165,37406546,206,ER. MAHENDRA PRATAP SINGH PAL,IND,513
Madhya Pradesh,3,GWALIOR,2160206,18,BHITARWAR,248165,37406546,206,ADVOCATE MUKESH KUMAR KORI,IND,131
Madhya Pradesh,3,GWALIOR,2160206,18,BHITARWAR,248165,37406546,206,YASHDEV SHARMA,IND,341
Madhya Pradesh,3,GWALIOR,2160206,18,BHITARWAR,248165,37406546,206,RAKESH DHAKAD,IND,448
Madhya Pradesh,3,GWALIOR,2160206,19,DABRA,245348,37406546,298,KALYAN SINGH KANSANA,BSP,4766
Madhya Pradesh,3,GWALIOR,2160206,19,DABRA,245348,37406546,298,PRAVEEN PATHAK,INC,83672
Madhya Pradesh,3,GWALIOR,2160206,19,DABRA,245348,37406546,298,BHARAT SINGH KUSHWAH,BJP,70524
Madhya Pradesh,3,GWALIOR,2160206,19,DABRA,245348,37406546,298,ARCHANA SINGH RATHORE,RSPS,532
Madhya Pradesh,3,GWALIOR,2160206,19,DABRA,245348,37406546,298,ANJALI MONU RAWAT,PRVPOI,147
Madhya Pradesh,3,GWALIOR,2160206,19,DABRA,245348,37406546,298,CHANDAN RATHORE,PSJP,83
Madhya Pradesh,3,GWALIOR,2160206,19,DABRA,245348,37406546,298,BHARAT PAL,ASPKR,404
Madhya Pradesh,3,GWALIOR,2160206,19,DABRA,245348,37406546,298,MUNESH NAGAR,VINPA,75
Madhya Pradesh,3,GWALIOR,2160206,19,DABRA,245348,37406546,298,COMRADE RACHNA AGRAWAL,SUCI,74
Madhya Pradesh,3,GWALIOR,2160206,19,DABRA,245348,37406546,298,RAM PRAKASH SINGH PAL,RSUP,94
Madhya Pradesh,3,GWALIOR,2160206,19,DABRA,245348,37406546,298,DR. P. D. AGARWAL SR. MEDICAL CONSULTANT,IND,89
Madhya Pradesh,3,GWALIOR,2160206,19,DABRA,245348,37406546,298,AMIT PARIHAR,IND,114
Madhya Pradesh,3,GWALIOR,2160206,19,DABRA,245348,37406546,298,GAJENDRA SINGH,IND,171
Madhya Pradesh,3,GWALIOR,2160206,19,DABRA,245348,37406546,298,DEEPAK KUMAR BANSAL (RANG WALE),IND,322
Madhya Pradesh,3,GWALIOR,2160206,19,DABRA,245348,37406546,298,SHREE NARESH CHANDRA SHARMA,IND,269
Madhya Pradesh,3,GWALIOR,2160206,19,DABRA,245348,37406546,298,ER. MAHENDRA PRATAP SINGH PAL,IND,483
Madhya Pradesh,3,GWALIOR,2160206,19,DABRA,245348,37406546,298,ADVOCATE MUKESH KUMAR KORI,IND,136
Madhya Pradesh,3,GWALIOR,2160206,19,DABRA,245348,37406546,298,YASHDEV SHARMA,IND,394
Madhya Pradesh,3,GWALIOR,2160206,19,DABRA,245348,37406546,298,RAKESH DHAKAD,IND,344
Madhya Pradesh,3,GWALIOR,2160206,23,KARERA,268205,37406546,383,KALYAN SINGH KANSANA,BSP,2625
Madhya Pradesh,3,GWALIOR,2160206,23,KARERA,268205,37406546,383,PRAVEEN PATHAK,INC,66516
Madhya Pradesh,3,GWALIOR,2160206,23,KARERA,268205,37406546,383,BHARAT SINGH KUSHWAH,BJP,98774
Madhya Pradesh,3,GWALIOR,2160206,23,KARERA,268205,37406546,383,ARCHANA SINGH RATHORE,RSPS,1860
Madhya Pradesh,3,GWALIOR,2160206,23,KARERA,268205,37406546,383,ANJALI MONU RAWAT,PRVPOI,374
Madhya Pradesh,3,GWALIOR,2160206,23,KARERA,268205,37406546,383,CHANDAN RATHORE,PSJP,194
Madhya Pradesh,3,GWALIOR,2160206,23,KARERA,268205,37406546,383,BHARAT PAL,ASPKR,1847
Madhya Pradesh,3,GWALIOR,2160206,23,KARERA,268205,37406546,383,MUNESH NAGAR,VINPA,183
Madhya Pradesh,3,GWALIOR,2160206,23,KARERA,268205,37406546,383,COMRADE RACHNA AGRAWAL,SUCI,136
Madhya Pradesh,3,GWALIOR,2160206,23,KARERA,268205,37406546,383,RAM PRAKASH SINGH PAL,RSUP,176
Madhya Pradesh,3,GWALIOR,2160206,23,KARERA,268205,37406546,383,DR. P. D. AGARWAL SR. MEDICAL CONSULTANT,IND,259
Madhya Pradesh,3,GWALIOR,2160206,23,KARERA,268205,37406546,383,AMIT PARIHAR,IND,238
Madhya Pradesh,3,GWALIOR,2160206,23,KARERA,268205,37406546,383,GAJENDRA SINGH,IND,332
Madhya Pradesh,3,GWALIOR,2160206,23,KARERA,268205,37406546,383,DEEPAK KUMAR BANSAL (RANG WALE),IND,555
Madhya Pradesh,3,GWALIOR,2160206,23,KARERA,268205,37406546,383,SHREE NARESH CHANDRA SHARMA,IND,465
Madhya Pradesh,3,GWALIOR,2160206,23,KARERA,268205,37406546,383,ER. MAHENDRA PRATAP SINGH PAL,IND,763
Madhya Pradesh,3,GWALIOR,2160206,23,KARERA,268205,37406546,383,ADVOCATE MUKESH KUMAR KORI,IND,250
Madhya Pradesh,3,GWALIOR,2160206,23,KARERA,268205,37406546,383,YASHDEV SHARMA,IND,537
Madhya Pradesh,3,GWALIOR,2160206,23,KARERA,268205,37406546,383,RAKESH DHAKAD,IND,859
Madhya Pradesh,3,GWALIOR,2160206,24,POHARI,246632,37406546,315,KALYAN SINGH KANSANA,BSP,6956
Madhya Pradesh,3,GWALIOR,2160206,24,POHARI,246632,37406546,315,PRAVEEN PATHAK,INC,65005
Madhya Pradesh,3,GWALIOR,2160206,24,POHARI,246632,37406546,315,BHARAT SINGH KUSHWAH,BJP,77381
Madhya Pradesh,3,GWALIOR,2160206,24,POHARI,246632,37406546,315,ARCHANA SINGH RATHORE,RSPS,1285
Madhya Pradesh,3,GWALIOR,2160206,24,POHARI,246632,37406546,315,ANJALI MONU RAWAT,PRVPOI,262
Madhya Pradesh,3,GWALIOR,2160206,24,POHARI,246632,37406546,315,CHANDAN RATHORE,PSJP,235
Madhya Pradesh,3,GWALIOR,2160206,24,POHARI,246632,37406546,315,BHARAT PAL,ASPKR,517
Madhya Pradesh,3,GWALIOR,2160206,24,POHARI,246632,37406546,315,MUNESH NAGAR,VINPA,156
Madhya Pradesh,3,GWALIOR,2160206,24,POHARI,246632,37406546,315,COMRADE RACHNA AGRAWAL,SUCI,141
Madhya Pradesh,3,GWALIOR,2160206,24,POHARI,246632,37406546,315,RAM PRAKASH SINGH PAL,RSUP,189
Madhya Pradesh,3,GWALIOR,2160206,24,POHARI,246632,37406546,315,DR. P. D. AGARWAL SR. MEDICAL CONSULTANT,IND,257
Madhya Pradesh,3,GWALIOR,2160206,24,POHARI,246632,37406546,315,AMIT PARIHAR,IND,199
Madhya Pradesh,3,GWALIOR,2160206,24,POHARI,246632,37406546,315,GAJENDRA SINGH,IND,323
Madhya Pradesh,3,GWALIOR,2160206,24,POHARI,246632,37406546,315,DEEPAK KUMAR BANSAL (RANG WALE),IND,488
Madhya Pradesh,3,GWALIOR,2160206,24,POHARI,246632,37406546,315,SHREE NARESH CHANDRA SHARMA,IND,521
Madhya Pradesh,3,GWALIOR,2160206,24,POHARI,246632,37406546,315,ER. MAHENDRA PRATAP SINGH PAL,IND,857
Madhya Pradesh,3,GWALIOR,2160206,24,POHARI,246632,37406546,315,ADVOCATE MUKESH KUMAR KORI,IND,257
Madhya Pradesh,3,GWALIOR,2160206,24,POHARI,246632,37406546,315,YASHDEV SHARMA,IND,527
Madhya Pradesh,3,GWALIOR,2160206,24,POHARI,246632,37406546,315,RAKESH DHAKAD,IND,723
Madhya Pradesh,4,GUNA,1890695,25,SHIVPURI,262810,37406546,1177,JYOTIRADITYA M. SCINDIA,BJP,136504
Madhya Pradesh,4,GUNA,1890695,25,SHIVPURI,262810,37406546,1177,DHANIRAM CHAUDHARY,BSP,5056
Madhya Pradesh,4,GUNA,1890695,25,SHIVPURI,262810,37406546,1177,YADVENDRA RAO DESHRAJ SINGH,INC,36025
Madhya Pradesh,4,GUNA,1890695,25,SHIVPURI,262810,37406546,1177,KANCHHEDI LAL KUSHWAHA,MAHP,419
Madhya Pradesh,4,GUNA,1890695,25,SHIVPURI,262810,37406546,1177,ADVOCATE KARANSINGH JATAV,ASPKR,451
Madhya Pradesh,4,GUNA,1890695,25,SHIVPURI,262810,37406546,1177,D.S. CHAUHAN (ADVOCATE),RSPS,121
Madhya Pradesh,4,GUNA,1890695,25,SHIVPURI,262810,37406546,1177,MANISH SHRIVASTAVA,SUCI,102
Madhya Pradesh,4,GUNA,1890695,25,SHIVPURI,262810,37406546,1177,MOHAMMAD JAVED ANSARI,RJnPty,127
Madhya Pradesh,4,GUNA,1890695,25,SHIVPURI,262810,37406546,1177,KISAN LAL AHIRWAR,IND,140
Madhya Pradesh,4,GUNA,1890695,25,SHIVPURI,262810,37406546,1177,GAJANAND KUSHWAH,IND,170
Madhya Pradesh,4,GUNA,1890695,25,SHIVPURI,262810,37406546,1177,MANMOHAN,IND,135
Madhya Pradesh,4,GUNA,1890695,25,SHIVPURI,262810,37406546,1177,MAHENDRA JAIN BHAIYAN,IND,296
Madhya Pradesh,4,GUNA,1890695,25,SHIVPURI,262810,37406546,1177,MOHAN,IND,193
Madhya Pradesh,4,GUNA,1890695,25,SHIVPURI,262810,37406546,1177,RAKESH,IND,300
Madhya Pradesh,4,GUNA,1890695,25,SHIVPURI,262810,37406546,1177,HEMANT SINGH KUSHWAHA,IND,358
Madhya Pradesh,4,GUNA,1890695,26,PICHHORE,269685,37406546,1227,JYOTIRADITYA M. SCINDIA,BJP,129345
Madhya Pradesh,4,GUNA,1890695,26,PICHHORE,269685,37406546,1227,DHANIRAM CHAUDHARY,BSP,3671
Madhya Pradesh,4,GUNA,1890695,26,PICHHORE,269685,37406546,1227,YADVENDRA RAO DESHRAJ SINGH,INC,60541
Madhya Pradesh,4,GUNA,1890695,26,PICHHORE,269685,37406546,1227,KANCHHEDI LAL KUSHWAHA,MAHP,1078
Madhya Pradesh,4,GUNA,1890695,26,PICHHORE,269685,37406546,1227,ADVOCATE KARANSINGH JATAV,ASPKR,1546
Madhya Pradesh,4,GUNA,1890695,26,PICHHORE,269685,37406546,1227,D.S. CHAUHAN (ADVOCATE),RSPS,172
Madhya Pradesh,4,GUNA,1890695,26,PICHHORE,269685,37406546,1227,MANISH SHRIVASTAVA,SUCI,100
Madhya Pradesh,4,GUNA,1890695,26,PICHHORE,269685,37406546,1227,MOHAMMAD JAVED ANSARI,RJnPty,96
Madhya Pradesh,4,GUNA,1890695,26,PICHHORE,269685,37406546,1227,KISAN LAL AHIRWAR,IND,115
Madhya Pradesh,4,GUNA,1890695,26,PICHHORE,269685,37406546,1227,GAJANAND KUSHWAH,IND,156
Madhya Pradesh,4,GUNA,1890695,26,PICHHORE,269685,37406546,1227,MANMOHAN,IND,155
Madhya Pradesh,4,GUNA,1890695,26,PICHHORE,269685,37406546,1227,MAHENDRA JAIN BHAIYAN,IND,237
Madhya Pradesh,4,GUNA,1890695,26,PICHHORE,269685,37406546,1227,MOHAN,IND,320
Madhya Pradesh,4,GUNA,1890695,26,PICHHORE,269685,37406546,1227,RAKESH,IND,485
Madhya Pradesh,4,GUNA,1890695,26,PICHHORE,269685,37406546,1227,HEMANT SINGH KUSHWAHA,IND,400
Madhya Pradesh,4,GUNA,1890695,27,KOLARAS,254830,37406546,1321,JYOTIRADITYA M. SCINDIA,BJP,124920
Madhya Pradesh,4,GUNA,1890695,27,KOLARAS,254830,37406546,1321,DHANIRAM CHAUDHARY,BSP,4988
Madhya Pradesh,4,GUNA,1890695,27,KOLARAS,254830,37406546,1321,YADVENDRA RAO DESHRAJ SINGH,INC,44727
Madhya Pradesh,4,GUNA,1890695,27,KOLARAS,254830,37406546,1321,KANCHHEDI LAL KUSHWAHA,MAHP,865
Madhya Pradesh,4,GUNA,1890695,27,KOLARAS,254830,37406546,1321,ADVOCATE KARANSINGH JATAV,ASPKR,496
Madhya Pradesh,4,GUNA,1890695,27,KOLARAS,254830,37406546,1321,D.S. CHAUHAN (ADVOCATE),RSPS,145
Madhya Pradesh,4,GUNA,1890695,27,KOLARAS,254830,37406546,1321,MANISH SHRIVASTAVA,SUCI,179
Madhya Pradesh,4,GUNA,1890695,27,KOLARAS,254830,37406546,1321,MOHAMMAD JAVED ANSARI,RJnPty,166
Madhya Pradesh,4,GUNA,1890695,27,KOLARAS,254830,37406546,1321,KISAN LAL AHIRWAR,IND,164
Madhya Pradesh,4,GUNA,1890695,27,KOLARAS,254830,37406546,1321,GAJANAND KUSHWAH,IND,302
Madhya Pradesh,4,GUNA,1890695,27,KOLARAS,254830,37406546,1321,MANMOHAN,IND,195
Madhya Pradesh,4,GUNA,1890695,27,KOLARAS,254830,37406546,1321,MAHENDRA JAIN BHAIYAN,IND,333
Madhya Pradesh,4,GUNA,1890695,27,KOLARAS,254830,37406546,1321,MOHAN,IND,284
Madhya Pradesh,4,GUNA,1890695,27,KOLARAS,254830,37406546,1321,RAKESH,IND,487
Madhya Pradesh,4,GUNA,1890695,27,KOLARAS,254830,37406546,1321,HEMANT SINGH KUSHWAHA,IND,630
Madhya Pradesh,4,GUNA,1890695,28,BAMORI,227959,37406546,1316,JYOTIRADITYA M. SCINDIA,BJP,119692
Madhya Pradesh,4,GUNA,1890695,28,BAMORI,227959,37406546,1316,DHANIRAM CHAUDHARY,BSP,3466
Madhya Pradesh,4,GUNA,1890695,28,BAMORI,227959,37406546,1316,YADVENDRA RAO DESHRAJ SINGH,INC,43464
Madhya Pradesh,4,GUNA,1890695,28,BAMORI,227959,37406546,1316,KANCHHEDI LAL KUSHWAHA,MAHP,817
Madhya Pradesh,4,GUNA,1890695,28,BAMORI,227959,37406546,1316,ADVOCATE KARANSINGH JATAV,ASPKR,538
Madhya Pradesh,4,GUNA,1890695,28,BAMORI,227959,37406546,1316,D.S. CHAUHAN (ADVOCATE),RSPS,140
Madhya Pradesh,4,GUNA,1890695,28,BAMORI,227959,37406546,1316,MANISH SHRIVASTAVA,SUCI,169
Madhya Pradesh,4,GUNA,1890695,28,BAMORI,227959,37406546,1316,MOHAMMAD JAVED ANSARI,RJnPty,174
Madhya Pradesh,4,GUNA,1890695,28,BAMORI,227959,37406546,1316,KISAN LAL AHIRWAR,IND,182
Madhya Pradesh,4,GUNA,1890695,28,BAMORI,227959,37406546,1316,GAJANAND KUSHWAH,IND,249
Madhya Pradesh,4,GUNA,1890695,28,BAMORI,227959,37406546,1316,MANMOHAN,IND,212
Madhya Pradesh,4,GUNA,1890695,28,BAMORI,227959,37406546,1316,MAHENDRA JAIN BHAIYAN,IND,297
Madhya Pradesh,4,GUNA,1890695,28,BAMORI,227959,37406546,1316,MOHAN,IND,313
Madhya Pradesh,4,GUNA,1890695,28,BAMORI,227959,37406546,1316,RAKESH,IND,479
Madhya Pradesh,4,GUNA,1890695,28,BAMORI,227959,37406546,1316,HEMANT SINGH KUSHWAHA,IND,508
Madhya Pradesh,4,GUNA,1890695,29,GUNA,238805,37406546,1050,JYOTIRADITYA M. SCINDIA,BJP,124494
Madhya Pradesh,4,GUNA,1890695,29,GUNA,238805,37406546,1050,DHANIRAM CHAUDHARY,BSP,2933
